"사업번호","자치구","법정동","사업구분","운영구분","추진위원회/조합명","대표지번","진행단계","상태","정비구역명칭","정비구역위치","정비구역면적(㎡)","건축연면적(㎡)","용도지역","용도지구","택지면적(㎡)","도로면적(㎡)","공원면적(㎡)","녹지면적(㎡)","공공공지면적(㎡)","학교면적(㎡)","기타면적(㎡)","주용도","건폐율","용적률","높이(m)","지상층수","지하층수","건설세대총수","60미만건설세대수","60이상85이하건설세대수","85초과건설세대수","건축계획비고"
"11590-900000557","동작구","","재개발(주택정비형)","조합","흑석11재정비촉진구역 주택재개발정비사업조합","흑석동 304","조합설립인가","운영","흑석11 재정비촉진구역 주택재개발정비사업","동작구 흑석동 304번지","86529.10","187249.79","제1종일반주거지역 제2종일반주거지역(7층) 제3종일반주거지역","중심지 미관지구","56982.20","8815.40","12950.10","6331.40","1450.00","","","공동주택","34.61","227.28","69","12","3","1032","455","519","58",""
"11170-900000657","용산구","","재건축","조합","신동아아파트재건축정비사업조합","서빙고동 241-21","조합설립인가","운영","신동아아파트","용산구 서빙고동 241-21","111832.30","431735.28","제3종 일반주거지역","아파트지구 일반미관지구","104816.00","1210.00","5813.00","","1732.00","","","공동주택","19.56","249.94","","","","1620","294","260","1066",""
"11740-900000650","강동구","","가로주택정비","조합","벽산빌라 가로주택정비사업조합","상일동 152","조합설립인가","운영","벽산빌라 가로주택정비사업","강동구 상일동 152-0","5224.10","16239.67","제2종일반주거지역","고덕택지지구","5224.10","","","","","","","공동주택아파트","25.32","197.77","42","12","2","100","38","60","2",""
"11710-900000676","송파구","","재건축","조합","가락삼익맨숀아파트 재건축정비사업 조합","송파동 166","조합설립인가","운영","가락삼익맨숀 주택재건축정비사업","송파구 송파동 166-0","62059.00","260789.66","제3종일반주거지역","역사문화미관지구 중심지미관지구","56559.00","","4950.00","","","","550.00","공동주택 및 부대복리시설","50.00","292.82","125","31","3","1441","626","641","174",""
"11680-900000684","강남구","","재건축","조합","압구정아파트지구 특별계획구역4","압구정동 481","조합설립인가","운영","압구정지구 특별계획구역4 주택재건축정비사업","강남구 압구정동 481-0","108050.30","337208.28","제3종일반주거지역","아파트지구","108050.30","9927.80","14493.90","","","","1000.00","","17.52","299.99","35","35","2","2030","764","521","745",""
"11710-900000663","송파구","","재건축","조합","가락프라자아파트 주택재건축정비사업조합","가락동 199","조합설립인가","운영","가락프라자아파트 주택재건축 정비구역","서울특별시 송파구 동남로18길 44(가락동 199)","47807.40","213063.12","제3종일반주거지역","해당없음","43687.40","620.00","","3500.00","0.00","0.00","0.00","공동주택","24.43","299.91","152","35","3","1008","246","454","308",""
"11710-900000690","송파구","","재건축","조합","삼환가락아파트 재건축정비사업 조합","가락동 176","조합설립인가","운영","삼환가락아파트 재건축사업","송파구 가락동 176-0","40749.20","171462.37","제3종 일반주거지역","","","","","","","","","아파트","50.00","299.86","35","35","2","973","401","408","164",""
"11680-900000688","강남구","","재건축","조합","개포주공67단지아파트 재건축정비사업조합","개포동 185","조합설립인가","운영","개포주공6.7단지아파트 재건축정비구역","강남구 개포동 185","116684.10","308585.77","제3종 일반주거","","103608.50","3807.60","4032.00","4950.00","286.00","0.00","0.00","공동주택 및 부대복리시설","18.00","299.97","","35","2","2608","1098","810","700",""
"11650-900000608","서초구","","재건축","조합","신반포7차아파트주택재건축정비사업조합","잠원동 65-32","조합설립인가","운영","신반포7차아파트주택재건축정비사업","서울시 서초구 잠원동 65-32 및 34","35010.40","","주거","아파트","2898.91","1210.01","1800.00","","1250.00","","1761.01","공동주택","19.28","299.96","","","","","","","",""
"11230-900000700","동대문구","","재건축","조합","장안동 현대아파트 재건축정비사업조합","장안동 95-1","조합설립인가","운영","장안동 현대아파트 재건축정비사업","동대문구 장안동 95-1","25244.00","87385.96","제3종일반주거지역","일반미관지구","24590.00","388.00","","","","","266.00","공동주택 및 부대복리시설","23.27","299.97","","20","2","581","211","220","150",""
"11560-900000772","영등포구","","재개발(도시정비형)","조합","영등포 대선제분 일대 재개발1구역 제1지구","문래동3가 16-32","조합설립인가","운영","영등포 대선제분 일대 재개발1구역 제1지구 재개발사업","영등포구 문래동3가 16-32","2200.70","17024.11","준주거지역","제1종지구단위계획구역 가축사육제한구역 대공방어협조구역 정비구역 과밀억제권역","","","","","","","","근린 및 주거","55.20","599.87","66","19","4","","","","",""
"11650-900000766","서초구","","재건축","조합","신반포궁전아파트 주택재건축정비사업(신탁방식-한국토지신탁)","반포동 65-1","조합설립인가","운영","","","","","","","","","","","","","","","","","","","","","","","",""
"11545-900000770","금천구","","소규모재건축","조합","석수빌라 소규모 재건축 사업 조합","시흥동 1004","조합설립인가","운영","석수빌라 소규모 재건축 정비사업(시흥대로36길 61 석수빌라)","금천구 시흥동 1004-0","","","","","","","","","","","","","","","","","","","","","",""
"11530-900000719","구로구","","소규모재건축","조합","미래빌라소규모재건축정비사업조합","오류동 68-21","조합설립인가","운영","미래빌라소규모재건축정비사업","구로구 오류동 68-21","5306.00","13135.19","도시지역 준공업지역 3종일반주거지역","가로구역별 최고높이 제한지역","","","","","","","","공동주택","22.60","249.44","58","20","1","","176","","",""
"11680-900000675","강남구","","재건축","조합","압구정아파트지구 특별계획구역③ 재건축정비사업 조합","압구정동 369-1","조합설립인가","운영","압구정아파트지구 특별계획구역③ 재건축정비사업","강남구 압구정동 369-1","360187.80","","","","","","","","","","","-","","","","","","","","","",""
"11530-900000006","구로구","","재건축","조합","개봉3재건축정비사업조합","개봉동 454-14","조합설립인가","운영","성화단지 단독주택 재건축 정비구역","구로구 개봉동 454-14","116473.00","291302.29","1종2종일반주거지역 혼합","공항고도지구","79601.50","14059.80","18460.30","","","","4351.40","공동주택및부대복리시설","23.08","249.84","97","24","3","1705","323","1096","286",""
"11620-900000717","관악구","","재건축","조합","미성동 건영아파트  주택재건축정비사업 조합","신림동 746-43","조합설립인가","운영","미성동 건영아파트 주택재건축정비사업","관악구 신림동 746-43","20789.00","80233.35","제2종일반주거지역.제3종 일반주거지역","","","","","","","","","공동주택및복리시설","20.65","249.98","90","18","","","523","78","",""
"11710-900000730","송파구","","재건축","조합","한양3차아파트 재건축정비사업조합","방이동 225","조합설립인가","운영","한양3차아파트 재건축정비사업","송파구 방이동 225-0","20080.70","83006.10","제3종일반주거지역","","19963.00","117.70","","","","","","제3종일반","30.00","299.81","125","34","","","","208","181",""
"11560-900000180","영등포구","","재건축","조합","신길13재정비촉진구역","신길동 340-1","조합설립인가","운영","신길13재정비촉진구역","신길5동 340-1","15120.00","31203.04","3종일반주거지역","","12669.00","972.00","57.00","6102.00","","","","공동주택","20.84","248.61","","22","","217","26","87","104",""
"11560-900000754","영등포구","","재건축","조합","신길우성2?우창아파트주택재건축정비사업(신탁방식-한국자산신탁)","신길동 4518","조합설립인가","운영","신길우성2?우창아파트 재건축사업","서울시 영등포구 여의대방로5길 6(신길동)","45767.00","179871.60","","","","","","","","","","주택","23.73","299.98","","32","2","1155","696","395","64",""
"11305-900000768","강북구","","가로주택정비","조합","번동2구역 가로주택정비사업조합","번동 429-97","조합설립인가","운영","번동2구역 가로주택정비사업","강북구 번동 429-97","7697.54","34361.34","3종일반주거지역","","7072.50","4.96","","","","","","주택","73.29","992.89","70700","24","2","","","","",""
"11545-900000126","금천구","","재개발(주택정비형)","조합","금천구 임시 홈페이지(클린업사무실 개발용)","가산동 1-","조합설립인가","운영","교육용홈페이지111","금천구 가산동 1222-0","111.11","9000.00","용도지역12","용도지구","2130.02","2200.22","2300.22","22.22","222.22","222.22","22.22","클린업주용도","51.55","900.00","200","50","5","21","7","7","7","0"
"11710-900000692","송파구","","재건축","조합","가락상아1차아파트 재건축사업 조합","오금동 166","조합설립인가","운영","가락상아(1차)아파트 주택재건축 정비사업","송파구 오금동 166-0","13580.00","54388.29","제3종일반주거지역","","13450.00","130.00","","","","","","공동주택 및 부대복리시설","30.00","299.75","87","30","","329","92","212","25",""
"11545-900000716","금천구","","재건축","조합","e-조합 시스템 교육 재개발 조합","가산동 1-1","조합설립인가","운영","","","","","","","","","","","","","","","","","","","","","","","",""
"11230-900000726","동대문구","","재건축","조합","제기1주택재건축정비구역(지정개발자방식)","제기동 892-68","조합설립인가","운영","제기1주택재건축정비사업","동대문구 제기동 892-68","9632.70","43222.52","제3종 일반주거지역","","9428.70","204.00","","","","","","공동주택 및 근린생활시설","27.13","299.86","","35","2","","256","56","",""
